Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
Write Your First Novel,4.3,Beginner level,Flexible schedule,"You will learn how to write and complete a full-length novel of 50,000 words. You will have a finished manuscript in hand at the end of the course.","Creative Writing, Story Telling, Novel Writing","Week One: Creating the idea for your novel, Week Two: Create your character profiles and outline Chapter One, Week Three: Write Chapter One, Week Four: Write Chapter Two, Week Five: Write Chapter Three, Week Six: Write Chapter Four, Week Seven: Write Chapter Five, Week Eight: Write Chapter Six, Week Nine: Write Chapter Seven, Week Ten: Table Read Chapters One to Seven, Week Eleven: Write Chapter Eight, Week Twelve: Write Chapter Nine, Week Thirteen: Write Chapter Ten, Week Fourteen: Write Chapter Eleven, Week Fifteen: Write Chapter Twelve, Week Sixteen: Write Chapter Thirteen, Week Seventeen: Write Chapter Fourteen, Week Eighteen: Table Read Chapters Eight to Fourteen, Week Nineteen: Write Chapter Fifteen, Week Twenty: Write Chapter Sixteen, Week Twenty-One: Write Chapter Seventeen, Week Twenty-Two: Write Chapter Eighteen, Week Twenty-Three: Write Chapter Nineteen, Week Twenty-Four: Write Chapter Twenty, Week Twenty-Five: Table Read Chapters Fifteen to Twenty, Week Twenty-Six: Submit Your Finished Novel",David Wheeler,Michigan State University,Arts and Humanities,https://www.coursera.org/learn/write-your-first-novel,127.0,297
Introduction to Typography,4.8,Beginner level,Flexible schedule,Review the terminology and measuring system used to describe typeExplore how typefaces tell stories and understand the historic evolutionConduct a peer-reviewed typesetting exerciseDesign of a full-scale typographic poster,"Adobe Illustrator, Adobe Indesign, History, Creativity, Graphics","Week 1: Talking Type, Week 2: Typefaces and their Stories, Week 3: Putting Type to Work, Week 4: Making Meaningful Type",Anther Kiley,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/typography,8.0,5538
How to Play Guitar Specialization,4.8,Beginner level,Flexible schedule,Not specified,"Guitar, Music, Guitar scales, Guitar chords, guitar performance","Guitar for Beginners, Guitar Scales and Chord Progressions, Guitar Chord Voicings: Playing Up The Neck, Guitar Performance Techniques","Thaddeus Hogarth, Tim Miller, Amanda Monaco, Rick Peckham",Berklee,Arts and Humanities,https://www.coursera.org/specializations/play-guitar,40.0,454
Developing Your Musicianship Specialization,4.9,Beginner level,Flexible schedule,"Aurally identify musical intervals, chords, and chord progressionsWrite and practice major and minor scales in a variety of keysCompose a 12-bar blues with a melodyDefine and discuss harmonic function and modal interchange","Music, Chord, Jazz, Scales, Music theory","Developing Your Musicianship, Musicianship: Chord Charts, Diatonic Chords, and Minor Keys, Musicianship: Tensions, Harmonic Function, and Modal Interchange, Developing Your Musicianship: Final Project","George W. Russell, Jr.",Berklee,Arts and Humanities,https://www.coursera.org/specializations/musicianship-specialization,40.0,1232
Become a Journalist: Report the News! Specialization,4.7,Beginner level,Flexible schedule,Not specified,"Professional, Multimedia, Writing, News Writing, Journalism","What is news? , Gathering and Developing the News, Effectively delivering the news to your audience, Journalism, the future, and you!, Capstone: Create your own professional journalistic portfolio","Joe Grimm, Eric Freedman, Lucinda D. Davenport, Jeremy Steele, Joanne C. Gerstner, David Poulson",Michigan State University,Arts and Humanities,https://www.coursera.org/specializations/become-a-journalist,80.0,1317
Modern Art & Ideas,4.8,Beginner level,Flexible schedule,Not specified,"Art History, Art, History, Creativity, Art Direction","Module 1: Introduction to Modern Art & Ideas, Module 2: Places & Spaces, Module 3: Art & Identity, Module 4: Transforming Everyday Objects, Module 5: Art & Society, Module 5: Art & Society: Lesson Choices",Lisa Mazzola,The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/learn/modern-art-ideas,13.0,6264
English Composition I,4.6,Beginner level,Flexible schedule,Not specified,"Essay Writing, English Language, Academic Writing, Editing","The Writing Process, Critical Reading, Project 1:  Visual Analysis,  Revision Strategies and Visual Analysis Revision, Project 2: Case Study, Writing Cohesively and Case Study Revision, Project 3: Op-Ed, Crafting Powerful Prose and Op-Ed Revision, Transferring Writing Practices, Skills, and Knowledge to New Contexts,  Writing in the Humanities, Social Science, and Natural Sciences",Dr. Denise Comer,Duke University,Arts and Humanities,https://www.coursera.org/learn/english-composition,25.0,1088
"The Modern World, Part One: Global History from 1760 to 1910",4.8,Beginner level,Flexible schedule,Not specified,Not specified,"From the Traditional to the Modern - Commercial and Military Revolutions (1760-1800), Democratic Revolutions of the Atlantic World (1760-1800), Revolutionary Wars (1800-1830), The World Transformed (1830-1870), The Rise of National Industrial States (1830-1871), The Rise of National Industrial Empires (1871-1900), The Great Acceleration (1890-1910)",Philip Zelikow,University of Virginia,Arts and Humanities,https://www.coursera.org/learn/modern-world,15.0,2851
The Cycle: Management of Successful Arts and Cultural Organizations,4.8,Beginner level,Flexible schedule,Not specified,"Fundraising, Management, Marketing, Planning","Introduction to the Cycle, Long-Term Artistic Planning, Institutional Marketing, Programmatic Marketing, Family and Boards, Fundraising and Course Summary","Michael M. Kaiser, Brett Egan","University of Maryland, College Park",Arts and Humanities,https://www.coursera.org/learn/the-cycle,12.0,648
Art for Games  Specialization,4.5,Beginner level,Flexible schedule,Not specified,"Design, Animation, 3d modeling, Video Game Development, concept art","Pixel Art for Video Games, Low Poly Art For Video Games, Current Gen 3D Game Prop Production, Concept Art for Video Games","Andrew Dennis, Ricardo Guimaraes",Michigan State University,Arts and Humanities,https://www.coursera.org/specializations/art-for-games,40.0,207
The Art of Music Production,4.8,Intermediate level,Flexible schedule,"Discuss why one musical recording is more compelling than another and identify the unique elements of the recording that contribute to itBegin to assess and establish your identity, vision, and intention as an artist and producerWrite and develop a compelling piece of music by utilizing various toolsEstablish the sonic signature of your production by utilizing specific production techniques","Music, Songwriting, Music production, Audio Production, Music recording","Welcome to The Art of Music Production, Listening Like A Producer, Identity, Vision, and Intention, Strengthening Musical Productions: Tools & Strategies, Defining the Sonic Signature of your Song",Stephen Webber,Berklee,Arts and Humanities,https://www.coursera.org/learn/producing-music,13.0,1976
Introduction to Game Design,4.7,Beginner level,Flexible schedule,Not specified,"Video Game Development, Gameplay, Video Game Design, Game Design","Week 1: The Simplest Games, Week 2: Rules and Discovery, Week 3: Tell a Story, Week 4: The Friend and the Enemy",Fran Krause,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/game-design,6.0,2738
Getting Started With Music Theory,4.5,Beginner level,Flexible schedule,Not specified,Not specified,"Basic Materials: Overview, Tonality, Notation, Scales, Keys, and Intervals, Rhythm and Meter, Chords, Triads, and Harmony",Bruce Taggart,Michigan State University,Arts and Humanities,https://www.coursera.org/learn/music-theory,13.0,728
Feminism and Social Justice,4.8,Beginner level,Flexible schedule,Explain the working definition of feminism.Compose a personal definition of feminism.Discuss the role of protest in feminism and social justice.,Not specified,"What is feminism?, Salt of the Earth, Free Angela!, The #metoo Movement, Additional Materials (Optional)",Bettina Aptheker,"University of California, Santa Cruz",Arts and Humanities,https://www.coursera.org/learn/feminism-social-justice,8.0,5966
Songwriting: Writing the Lyrics,4.8,Beginner level,Flexible schedule,"Define and identify the point of view, form, and the ""who, what, where, when, and how"" in a songIdentify whether a lyric is stable or unstable through the use of line lengths, number of lines, stressed and unstressed syllables, and melodyUtilize the various rhyming techniques to evoke specific emotions in a song and define the difference between Assonance and Consonance rhymeUse phrasing to clarify your ideas","Music, Songwriting, Music recording, Poetry","Welcome to Songwriting: Writing the Lyrics, The Journey of the Song, Stopping and Going, Sonic GPS—Mapping Your Song with Rhyme, Making It Move",Pat Pattison,Berklee,Arts and Humanities,https://www.coursera.org/learn/songwriting-lyrics,15.0,845
Introduction to Classical Music,4.9,Not specified,Flexible schedule,Not specified,"Art History, Music, Chord, History","What Is Music?, ""How Music Works, its Magic."", The Sound of Music, Music Back in the Day, The Baroque Era, The Classical Era, The Bridge From Classical to Romantic, The Romantic Era, Music to the Present",Craig Wright,Yale University,Arts and Humanities,https://www.coursera.org/learn/introclassicalmusic,65.0,3842
Introduction to Imagemaking,4.5,Beginner level,Flexible schedule,Make informed design choices using image-based researchCreate ranges of representation using imagesCompose spreads for your own bookDesign a book with your own images,"Adobe Indesign, Art, Creativity, Graphics","Week 1: Image-based Research, Week 2: Making Images, Week 3: Composition is Relational, Week 4: Designing a Book with Your Images",Gail Swanlund,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/image-making,11.0,2804
A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) ,4.8,Beginner level,Flexible schedule,Not specified,Not specified,"Welcome to A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650), Introduction: From Persecution to Empire, Augustine and the North African Church , Monastic Lives: Desert Fathers to Celtic Christianity , Reformers and Crusaders, Learning and Light, Three Religions: Christians, Jews & Muslims in Medieval Spain, Medieval Devotion, ""Luthers Reformation"", Fragmenting Reformation, Catholic Reform, Jesuits and Missions",Bruce Gordon,Yale University,Arts and Humanities,https://www.coursera.org/learn/western-christianity-200-1650,45.0,616
"Cameras, Exposure, and Photography",4.8,Not specified,Flexible schedule,Not specified,"Confidence, History, Creativity, Photography","WELCOME, OVERVIEW, and FUNDAMENTALS, Camera capabilities: differences and similarities, Setting up yourself and your digital camera: Menus, Settings, and baggage!, Picture Decisions: The Vantage Point and Frame","Mark Valentine Sullivan, Peter Glendinning",Michigan State University,Arts and Humanities,https://www.coursera.org/learn/exposure-photography,19.0,5063
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",4.7,Not specified,Flexible schedule,Not specified,Not specified,"What is Transmedia Storytelling?, Creative Ideas Generation - Building a Storyworld, Understanding a Transmedia Audience, The Transmedia User Experience, Using Creative Technologies, Stories from Industry - Professionals’ Career Journeys and Advice","Emma Robertson, Dr Jeffrey Koh, Dr Geoge Khut, Associate Professor Simon McIntyre, Dr Ollie Bown",UNSW Sydney (The University of New South Wales),Arts and Humanities,https://www.coursera.org/learn/transmedia-storytelling,26.0,816
